Job_Id,Title,Location,Department,Salary_range,Company_profile,Description,Requirements,Benefits,Telecommuting,Has_company_logo,Has_questions,Employment_type,Required_education,Industry,Function,Fraudulent
78,Assembly Technician,"Tea, SD",Mechanical,hourly,Teamco Inc,"We are looking for an Assembler(s) Tech. to join our team to help with the assembly of various mechanical, hydraulic and electrical components. The ideal candidate(s) will have experience in mechanical assembly, be able to read and understand blueprints and schematics, and have a strong attention to detail. Accepted candidates will recieve on the job training. Successful candidate(s) will be expected to work quickly and accurately while adhering to safety regulations and quality standards.

Responsibilities:

Assemble mechanical components according to blueprints/on site training and specifications.
Use hand tools and power tools to assemble components.
Inspect parts for defects and accuracy of assembly.
Read and interpret blueprints, diagrams, and schematics.
Maintain a safe work environment.
Follow safety regulations and guidelines.
Job Type: Full-time

Pay: From $21.00 per hour

Expected hours: 45 per week

Benefits:

401(k) matching
Health insurance
Life insurance
Paid time off
Schedule:

Monday to Friday
Experience:

Assembly: 3 years (Required)
Mechanical knowledge: 3 years (Required)
Work Location: In person",,"01(k) matching
Health insurance
Life insurance
Paid time off",0,0,0,full-time,,Construction,Assembly,0
79,Wash Attendant,"Sioux Falls, SD",,hourly,Blue Beacon Truck Wash,"Full job description
$19.25 - Day and Evening Shift
$20.25 - Midnight Shift
Includes Guaranteed Bonus

Immediate Openings

Blue Beacon of Sioux Falls
5307 N. Cliff
Sioux Falls, SD 57104
I-90 Exit: 399 At Love’s
605-335-0934

Family Owned Since 1973
We Value Our People
No Experience Necessary! We Will Train You
Fun and Professional Atmosphere
We Greatly Value Diversity!
Drug Free Environment
Meaningful Advancement Opportunities

Job Types: Full-time, Part-time

Pay: $19.25 - $20.25 per hour

Benefits:

401(k) matching
Flexible schedule
Health insurance
Paid time off
Schedule:

8 hour shift
Day shift
Evening shift
Night shift
Ability to Relocate:

Sioux Falls, SD 57104: Relocate before starting work (Required)
Work Location: In person","Sioux Falls, SD 57104: Relocate before starting work (Required)","401(k) matching
Flexible schedule
Health insurance
Paid time off",0,1,0,"part-time, full-time",,Automotive,Attendant,0
80,Life Insurance Agent,SD,Sales,commission based,HGI Direct,"Ever wondered how to tell if a company is really great? It all boils down to the people leading it and what they've done before!

Hegemon Group International (HGI) was founded and led by the primary builder of two-billion-dollar market cap distribution companies in the insurance industry. Hubert Humphrey is now building his third, including HGI Direct, a direct sales division of the company focused solely on providing the highest compensation contracts and world-class qualified lead programs to professional life insurance agents.

Humphrey has changed the insurance game, helping thousands of Americans find financial freedom and earning hundreds of millions of dollars in commissions. HGI Direct is set to be one of the fastest-growing marketing companies around. This opportunity is for licensed agents and those wanting to become licensed.

Here are 13 reasons why HGI Direct is one of the best Independent Marketing Organizations (IMO) in the insurance industry:

1) Big Payouts: HGI Direct pays some of the highest commissions in the industry, from 70% to 130%, plus more in Generational Overrides.
2) Easy Paperwork: We've simplified the paperwork so agents and clients don't get stuck in red tape.
3) Money Keeps Coming: You get paid over and over for the work you do with our great renewal rates.
4) Top-Notch Providers: We work with the best A+ Insurance Carriers.
5) Learn from the Pros: Get free top-notch training from experienced pros.
6) Multiple Income Streams: You can earn money through commissions, agency overrides, renewal commissions, and high annual bonuses.
7) Daily Pay: Yes, we pay you daily! As soon as we have your money from the carrier we pay you!
8) Quality Leads: We provide high-quality leads to help you succeed.
9) Work Your Way: You create your schedule, whether in an office or at home.
10) Positive Vibes: We're all about positivity, with motivational speakers and events to help you succeed.
11) Freedom and Security: Offer top-notch insurance and annuities and educate your clients while you make money.
12) Clients Come First: We've got plenty of coverage and options for our clients.
13) Supportive Environment: We're like a family, offering motivation and guidance to help you reach your goals.

To join, you'll need a Life Insurance Producer License (or we'll help you get one), be allowed to work in the U.S., pass a background check, be good at building relationships, and be confident and motivated.

Interested? Check out more info here: https://44071874.hs-sites.com/book-call

Many people have experienced different levels of success working with Hegemon Group International (HGI). However, individual member experiences may vary based on many factors. This is not intended to, nor does it, represent that any current member's individual results are representative of what all participants achieve when following the Hegemon Group International system. Also, note that The HGI Opportunity and any HGI Associates used in this promotion may receive compensation for products and services they recommend.

HGI Executive World Headquarters: 11405 Old Roswell Road, Alpharetta, GA 30009",Life Insurance Porduct License,,1,1,0,"part-time, full-time",,Insurance,Sales,1
81,Process Development Engineer,"San Leandro, CA",Medical Device,$95000-$130000,MiDLABS,"The Process Development Engineer will be responsible for overseeing all production activities within the manufacturing area, ensuring the smooth operation of processes and maintaining overall efficiency. Your expertise, experience and insights will be instrumental in refining our processes and playing a vital role in meeting daily and quality targets. We're looking for a highly motivated individual who is ready to push boundaries and dedicated to achieving production goals through determination and effort. ","• A minimum of 3 years’ experience as a manufacturing engineer supporting products with mechanical / electromechanical content.
• Must possess strong communication skills to interface with technicians, product development, planning, purchasing, inspection, and customer. 
• Prior responsibility for process, equipment or product validation/verification is a plus.
• Prior experience designing automated equipment, complex mechanism manufacturing is a plus.
• CAD experience (preferred SolidWorks).
• Experience in an ISO 13485, ISO 9001, or medical device manufacturing environment a plus.",,0,1,0,full-time,Bachelor's or Masters,Engineering,Process Development Engineer,0
82,Upstream Manufacturing Associate I/III,"Bothwell,WA",Biologics,23.31/hr - 39.50/hr,AGC Biologics,"The role of the Manufacturing Associate is to act as a controller, providing essential duties to support the respective production suite, Supervisor and Manager. On a daily basis, the Manufacturing Associate is expected to have a full understanding of the schedule and required tasks; promoting adequate assessment and response of any production demands. The Manufacturing Support Associate will be responsible for fulfillment of immediate requests from the Manufacturing Operations departments including, but not limited to, assembly preparation, washing parts, autoclaving of parts, kitting parts for delivery and facility sanitizations.","Minimum 1 year of experience working within a federally regulated industry to be considered for a level greater than an Associate I.
For consideration for a senior level, the associate must be proficient with the following systems.
Vial Thaw & Passaging
Bioreactor Operations
Harvest Procedures
BSC/LAF Aseptic Technique
A pre-employment lift test and physical may be required for some positions within Manufacturing.",,0,1,0,full-time,High School Diploma or Bachelor's ,Engineering,Manufacturing Engineer,0
83,Engineer I; Process Development,"Norwood, MA",Medical Device,,Moderna,"Moderna is seeking an Engineer I to join the Process Development team to support development, scale up, transfer and commercialization of drug substances based on mRNA and lipid nanoparticle delivery technologies.

Moderna is developing first-in-class mRNA-based vaccines and therapeutics. The mRNA is packaged into lipid nanoparticles for storage and delivery. The candidate will be focused on unit operations that are standard across the industry such as enzymatic reactions, normal and tangential flow filtration and chromatographic purification. The candidate will support commercial manufacturing processes and execute experiments to support deviation investigations and definition of appropriate process controls to increase process robustness.

Applicants should enjoy working in a fast-paced, dynamic, and innovative environment. The successful candidate will possess strong skills in designing and executing high quality bioprocess experiments using quality by design (QbD) and Design of Experiment (DoE) methods, and will collaborate through cross-functional matrix teams. The person in this role will have the opportunity to develop on-line analytics, process modelling and process investigation support. Results will be presented to broader groups allowing great exposure to CMC Strategy, Regulatory, MS&T, and Quality. Prior experience of process development and process investigation accomplishments using scaled down models, QbD-principles and process characterization/modeling techniques are strong pluses.

In this role, multi-day domestic and/or international travel (up to 20%) should be expected to support process investigations, support technology transfer and provide Person-in-Plant (PiP) support for commercial batches. The position will be based out of Moderna’s Norwood facility.","Hands on experience with chromatography, ultrafiltration, normal flow filtration, and development of innovative unit operations
Working knowledge of statistical design of experiments (DoE) and analysis of multivariate data
Experience with analytics and biophysical characterization of nanoparticles is a plus
Knowledge of cGMP, ICH, regulatory guidelines and QbD principles as they apply to risk management and product commercialization
Demonstrated background of providing technical support to commercial manufacturing processes, including but not limited to, support of process investigations, implementation of pro-active process modifications and support of post-approval changes is a plus
Knowledge of nucleic acid chemistry, lipid chemistry, and biology is a plus
Ability to thrive in a diverse and fast paced environment
Excellent written and verbal communication skills","Highly competitive and inclusive medical, dental and vision coverage options
Flexible Spending Accounts for medical expenses and dependent care expenses
Lifestyle Spending Account funds to help you engage in personal enrichment and self-care activities
Family care benefits, including subsidized back-up care options and on-demand tutoring
Free premium access to fitness, nutrition, and mindfulness classes 
Exclusive preferred pricing on Peloton fitness equipment
Adoption and family-planning benefits
Dedicated care coordination support for our LGBTQ+ community
Generous paid time off, including:
 Vacation, sick time and holidays
 Volunteer time to participate within your community
 Discretionary year-end shutdown
 Paid sabbatical after 5 years; every 3 years thereafter
Generous Paid Leave offerings, including 18 weeks of 100% paid parental leave for all new parents 
401k match and Financial Planning tools
Moderna-paid Life, LTD and STD insurance coverages, as well as voluntary benefit options
Complimentary concierge service including home services research, travel booking, and entertainment requests
Free parking or subsidized commuter passes
Location-specific perks and extras! ",0,1,0,full-time,Bachelor's ,Engineering,Process Development Engineer,0
84,Sr Production Operations Engineer,"Boulder, CO",Medical Device,"$117,300 - $195,500",Pfizer,"The Analytics Engineering team in the Commercial Analytics & AI (CAAI) organization serves as the backbone of our data-driven organization, delivering the foundation upon which transformative insights and innovation thrive. With a focus on integration, curation, and quality assurance across diverse data sources, coupled with our expertise in managing data infrastructure and crafting impactful visualizations, we're not just enabling analytics – we're powering world-class solutions that propel Pfizer's mission forward. Join us in shaping the future of advanced analytics and make a meaningful impact on a global scale.

The team charter includes supporting Data Science and Insight & Strategy partner organizations across the entire data journey from Descriptive to Predictive with key responsibilities for data transformation, creation of consumption-ready data products to be used for visualization across the Commercial business.

We are looking for an experienced Sr Production Operations Engineer, who will work in an agile engineering team reporting to the Director / Platform Team Lead. Prod Ops engineers are responsible for building supporting and ensuring the high-quality operation of production ETL pipelines. They will take ownership and contribute to establishing our production operations processes within Commercial Analytics Engineering.

The ideal candidate is a curious, passionate, detail-oriented, and results-driven production operations engineer with a proven track record of operating in large and multi-faceted production operations environment in an enterprise setting. A self-motived problem solver and team player, you have the drive for collaboration and building relationships with the broader Pfizer engineering organization. You have built highly available, resilient operations processes for high through put data processing pipelines in a previous position. You are skilled in a broad set of software engineering strategies, operations tools (custom built and bought), adhere to best Prod and Data Ops practices, with the ability to adapt and learn quickly.","7+ years of backend software or data engineering experience with at least 2 years’ experience as senior data engineer on a development scrum team. 
Recent Healthcare Life Sciences (pharma preferred) and ecosystem professional industry experience is preferred, commercial/marketing experience is a plus. 

Technical Skillset

Deep experience in operations for data pipelines including observability and monitoring using both custom built and off-the-shelf tools. 
7+ years of experience writing SQL and Python. 
Strong understanding of SDLC best practices. 
Thorough understanding of analytics tools and cloud technologies, with experience in both RDBMS and big data frameworks. 
At least 2 years of experience with support of APIs and event driven architectures. 
Previous experience as a Sr engineer working in agile with CI/CD, DevOps, GitOps, and ProdOps is required. 
Must have experience working in Jira and Confluence (or related tools) and contributing to team documentation/playbooks. 
Release management experience is required. 
Effective independent contributor with ability to mentor junior engineers. 
Team player with excellent prioritization and organizational skills. 
Effective communication and interpersonal skills to communicate RCA findings and escalate quickly to other contributors at the appropriate level. 
You are a top-tier platform and data engineering operations specialist with experience mentoring junior operators. 
Big data, cloud architecture, and scaled analytics implementation experience. Performance tuning experience highly desired. 
Familiarity with master data management strategies, rules-based engines, and tools for multi-stage data correlation on large data sets
Experience with F.A.I.R. principals and adhering to engineering and documentation standards set in the organization. 
Certification in Agile development processes, cloud architecture, and other industry-related credentials are a plus. 
Understanding or experience in data visualization tools such as Tableau or Power BI. 
Experience in leading deployment to production and developing efficient error notification strategies. 
Previous engineering experience in support of data science activities. 
Previous experience in leading production operations war room scenarios. 
Experience working with ex-US support teams in a multi-time-zone setting. ","401(k) plan with Pfizer Matching Contributions and an additional Pfizer Retirement Savings Contribution, paid vacation, holiday and personal days, paid caregiver/parental and medical leave, and health benefits to include medical, prescription drug, dental and vision coverage",0,1,0,full-time,Bachelor's,Engineering,Operations Engineer,0
85,Carpenter,"Denver,CO",Service,$30-$40/hr,MDK Remodeling,"We are looking for an experienced Carpenter to join our team! You will be working in the Denver Metropolitan area.

Seeking full-time carpenters, working Monday-Friday with weekend work available. This is not a seasonal position, we retain our carpenters year round and are looking to bring on motivated individuals willing to work hard and grow with the business.
This will require having a good attitude at all times, working in teams, and learning new skills.","Minimum 7 years Carpentry Experience required
Must have valid driver license
Background check for will be conducted","Paid time off
Tuition reimbursement",0,0,0,full-time,,Service,Carpentry,0
86,Medical delivery driver,"Hazard,KY",Service,,PBS LOGISTICS,Independent contract medical delivery drivers needed.,,Flexible routes and schedules.,0,0,0,,,Service,Driver,1
87,Appointment Manager,"Myrtle Beach, SC",Service,"$150,000/yr",RESULTS NOW,"!!!BRAND NEW Opportunity!!! Superior REPLACEMENT WINDOW/DOOR/GUTTER/SIDING Co seeks a REAL Master APPT SETTER!! Must be a seasoned WINNER--no exceptions!! This is NOT for a beginner!! FREE CELL !! Experienced Door to Door Pro ONLY!!! Must have ENERGY!!! Send a brief work history & phone number NOW!!This is for an EXCEPTIONAL independent RESULTS DRIVEN PRO!!! MUST have Nerves of Steel!!! Period! Are You Sick of knocking for $800-$1500 a week? If so, send us a quick resume with your phone number Now!! Weekly pay example-- Typical Week-- YOU set 12 appts we demo 7 We Close 4 @ $700 a deal--$2800/week! Deals PAID daily if desired If you can bring on 1 more canvasser--you make $300 in overrides/per job - PLUS Monthly bonuses! VERIFIABLE $150,000 YEAR PLUS OPPORTUNITY! LOOK why do we sell so many?? We're the least expensive window in town--PLUS we offer no payments no interest for 6 full months!!! NO Brainer",Must be a seasoned WINNER--no exceptions!!         This is NOT for a beginner!!                           Experienced Door to Door Pro ONLY!!!                      Must have ENERGY!!!                                                         MUST have Nerves of Steel!!!,,0,0,0,full-time,,Service,Manager,1
88,CDL drivers,"Guymon,OK",Service,1800-2500/week,One Express,"Looking for drivers to start asap. Very good pay... Good equipment. Fridge, microwave. Looking for driver to stay 3 weeks on the road and up to 5 day home!","Looking for someone with good
record and min 2 years exp.                                      Need strong drivers",We offer the chance to become an owner operator after 6 months !,0,0,0,full-time,,service,Driver,1
89,Sales,"Greeley,CO",Sales,"$50,000-$100,000",Sentext Solutions,"SenText is looking for sales agents who want IMMEDIATE INCOME as well as a LIFETIME VESTED RESIDUAL INCOME.
Earn $200 to $300 per day in Immediate Income. Paid in 72 hours!
PLUS
Build a $50,000 to $100,000 Annual Lifetime Vested Residual Income in your first year! Paid daily!

SENTEXT WOULD LIKE TO SEND YOU A SHORT 13 PAGE POWERPOINT EXPLAINING THE POSITION
Text your email address to Phil Ludwig at 203-727-4384. Phil will send the PowerPoint.
You can also call or email Phil at pludwig@sentextsolutions.com


COMMUNICATION IS CRITICAL TO A MERCHANT’S SUCCESS!
For 14 years, SenText has shown over 30,000 merchants how to communicate to their loyal customers utilizing a permission-based texting service.
- Every day merchants have something going on in their business. Sales, promotions, events, new products, etc.
- The merchants must communicate these events to their loyal customers.
- Everyone has a phone, and everyone is texting.
- We show merchants how easy it is to get their customers’ permission to send them a text.
- Everyday more and more loyal customers sign up to receive text from their favorite merchants!
- Nationwide, each month, we have over 100,000 consumers signing up.
- When our merchant sends out a text, 95% of those texts are opened and read within 3 minutes. Google it!
Texting is by far the most powerful and successful tool a merchant can use to communicate with their loyal customers.",,,0,1,0,,,sales,sales,1
90,Day Laborer,"Lake Charles, LA",Service,$20/hr,COVERALL TARPING US INC,"Day Laborers required for filling sandbags and general labor in Westlake, LA.
Required immediately for a 2-3 days project, job starting tomorrow April 17th 2024.
$20.00 an hour cash/zelle/or cash app paid upon job completion (paid on final day).
MUST HAVE VALID PHOTO ID to present on jobsite for access.","No experience necessary.
All training provided.
Must be able to lift 75+ pounds, be in excellent physical condition.
Willingness to work outdoors in all weather conditions.
Please include your contact number when replying or call 409-739-0155.",,0,1,0,contract,,service,day laborer,1
91,Day Shift LEAD Folder Operator ,"Centreville, MD",Mechanics,$24/hr,Tidewater Direct LLC,"Tidewater Direct LLC is looking to hire two Bindery Maintenance Mechanic for our 1st Shift in our Centreville, MD location.

If you have a strong mechanical background, WE WANT TO TALK TO YOU! Machine operation is a plus! The mechanics will be responsible for setting up folders and keeping them running optimally. We will train the mechanics on the job one-on-one. If this job is up your alley, please send us your resume. All resumes will be reviewed for experience listed in this job ad. The HR Manager will reach out to candidates who meet the criteria of must haves - strong mechanical background and in most cases, machine operation.","• Proficient with MBO and Stahl Folders (up 6 plates, plus right angles and 3rd sections)
• Has a contagious, positive attitude and leads by example
• Basic computer literacy and math competence
• Experience with Palamides Banders a plus","Healthcare (we pay 90% of our employee’s healthcare), vacation, dental, 401k, paid time off, paid holidays, including your birthday, and more",0,0,0,full-time,,Mechanics,mechanic,1
92,Associate Attorney,"Canton,GA",Law,,Vantage Paralegal Services,"We are seeking an experienced, motivated, and energetic personal injury litigation associate attorney for a top personal injury firm located in Canton, Georgia. This is an in-office position.



The ideal candidate will have high level critical thinking and problem-solving skills. the law firm prides itself on taking a proactive approach to its cases. A successful attorney at the firm is confident, creative, self-motivated, detail oriented, invested in his/her career with highly developed people skills and a go-getter attitude. Attention to detail in writing is required. Must have the ability to support multiple cases, manage deadlines and work under pressure.
The Personal Injury Associate Attorney will be responsible for providing legal representation to clients who have been injured in car and truck accidents due to the negligence of others, premise liability and medical negligence. Will work collaboratively in a team environment with other attorneys, paralegals, and legal assistants, and will be responsible for preparing and drafting legal documents, conducting legal research, and attending hearings, depositions and trials.


Additionally, the associate attorney will work directly with clients to manage their cases from intake to settlement or trial.","Juris Doctorate from an ABA-accredited law school and admission to the Georgia State Bar
At least 2 years of litigation experience
Strong knowledge of Georgia law and civil procedures
Excellent written and verbal communication skills
Strong analytical, problem-solving, and decision-making skills
Ability to manage case load while maintaining attention to detail
Excellent organizational skills and ability to prioritize tasks
Commitment to providing exceptional client service
Experience with case management software is a plus","Paid Medical insurance
Vision insurance
Dental insurance
401(k)
Profit Sharing
Competitive salary",0,1,0,full-time,Juris Doctorate ,Law,Attorney,0
93,Junior Designer,"Washington, DC",Interior Design,"$45,000","Art & Design Partners, LLC","High-end residential interior design firm is seeking a junior interior designer/design assistant.
","• Must have a Bachelor’s degree in Interior Design, related design field or have 1+ years experience in a design position.
• Experience with design and graphics editing tools (e.g. Sketch up, Photoshop, REVIT, Adobe Creative Suite, etc.) is a plus.
• Knowledge of CAD a plus.
• Experience with Studio Designer a plus.
• Knowledge of furniture, finishes, materials, color selections, and specifications is preferred.
• Experience with conducting field surveys is preferred.
• Space Planning knowledge and familiarity with building codes is a plus.
• Must live within 30 minutes of Washington DC area",,0,1,0,full-time,Bachelor's,Interior Design,Designer,0
94,Marketing and Communications Specialist,"Blountville, TN",Marketing,$47000-$52000,Tri-Cities Airport,"This position provides support for Tri-Cities Airport Authority (TCAA) marketing initiatives, focusing on internal and external communications, media relations, community relations, marketing and promotional plans, and event planning. This role is dedicated to achieving outcomes that align with TCAA’s overall goals. The position will lead in-airport advertising and promotional programs, with a primary emphasis on enhancing the airport’s brand through strategic marketing and communication efforts while actively contributing to air service development programming and marketing.","Bachelor’s degree in marketing, communications, journalism, or related field.
Three to five years’ experience to include educational experience in marketing, public relations, or advertising.
Excellent writing and communication skills with the ability to effectively convey messages to diverse audiences.
Strong project management skills and organizational skills, with the ability to prioritize tasks, meet deadlines, and manage multiple projects simultaneously.
Proficient in social media management, encompassing understanding of platforms, audience analytics, current trends, content development, and audience growth strategies.
Creative marketing ideas and problem-solving skills.
Highly motivated, self-confident, and able to work independently.
Proficiency with Microsoft applications, Canva and Adobe Creative Suite, particularly Photoshop, InDesign, Illustrator, and Premiere Pro, for creating visual content and multimedia assets.
Collaborative and team-oriented mindset, with experience working cross-functionally with internal teams and external partners.
Proven track record of developing and executing successful marketing campaigns across various channels, including traditional and digital media.
Strong understanding of branding principles and experience in maintaining brand consistency across all communication channels.
Experience in managing media relations, including drafting press releases, pitching stories to journalists, and managing media inquiries.
Demonstrated ability to analyze market trends, conduct market research, and apply insights to develop effective marketing strategies.
Flexibility and adaptability to work in a fast-paced environment and respond to changing priorities and emerging opportunities.
Ability to function in a wide variety of social, business, and cultural environments and work well with a broad range of individuals and personalities.
Ability to function under pressure and in crisis situations.
Basic photography and videography.
Experience in event planning and coordination, including organizing promotional events, trade shows, and community engagement activities.",,0,1,0,full-time,Bachelor's,Marketing,Specialist,0
95,"Data Analyst, Research Solutions",Greater Seattle Area,Data Infrastructure and Analytics,"$94,000-$156,000",Truveta,"Truveta is rapidly building a talented and diverse team to tackle complex health and technical challenges. Beyond core capabilities, we are seeking problem solvers, passionate and collaborative teammates, and those willing to roll up their sleeves while making a difference. If you are interested in the opportunity to pursue purposeful work, join a mission-driven team, and build a rewarding career while having fun, Truveta may be the perfect fit for you.
This Data Analyst will report to our Sr. Director of Research Solutions on the Partner team. They will focus on supporting strategic engagements with its Life Sciences partners. Leveraging technical skillsets, they will deliver collateral that will be used by members of the team to demonstrate the value of Truveta to prospective customers and drive adoption of the Truveta Studio in the Life Sciences space. The Analyst will have a strong background in health care, real world data (RWD), and leveraging programming skills to analyze Real World Data.","BS in Computer Science, Data Analysis, or equivalent 
3+ years of experience analyzing Electronic Health Record data or other Real World Data sources in healthcare 
Advanced skills using SQL and R to conduct data analysis 
Knowledge of electronic health record or claims data for data analysis 
Proven ability to understand clinical research questions and translate into data analyses workflows 
Proven ability with to simplify complex clinical research and other domain-specific topics into synthesized, structured, and simplistic content for a non-research audience 
Start-up mindset that allows you to shift gears quickly ","Comprehensive benefits with strong medical, dental and vision insurance plans 
401K plan 
Professional development for continuous learning 
Work/life autonomy via flexible work hours and flexible paid time off 
Generous parental leave 
Regular team activities (virtual and in-person as soon as we are able) ",1,1,0,full-time,Bachelor's,Technology,Data analyst,0
96,Pharmaceutical Program Manager,"Cambridge,MA",Staffing and Recruiting, 62.00-100.00/hr,The Fountain Group,"As part of the GMSO Program Management team, you will report to the Strategy & Operations Lead, Gastroenterology
Leads the program and project planning efforts of MSTs (Medical Strategy Teams), in maintaining oversight for the operational plans, execution strategies & critical path for the product.
Responsible for coordinating governance approvals for the key project deliverables and holds self and team members accountable to deliver on the agreed upon program objectives
Manages project and resource priorities that align with the business objectives.
Addresses and resolves project challenges, keeping Unit Head/ Lead MPM informed of critical considerations (e.g., resources, performance concerns). Provides clarity and direction in urgent or unexpected situations.
Establishes, communicates and executes plans resulting in achievement of project goals
Manages the creation of project strategies and supports the MST in presenting these strategies to key stakeholders and decision makers.
Adjusts project strategy and priorities in response to changes in strategic direction.
Provides direction and obtains buy-in from relevant internal stakeholders and team members to therapeutic, functional, or operational strategy.
Identifies ways to accelerate the project execution where possible while maintaining high quality standards.
Develops strong logistical skills to manage activities across functions and regions
Facilitate the MST and/or other group meetings and/or other group meetings and ensure agendas are appropriate to enable key discussions and decisions within the team.
Manage the planning, operational and reporting logistics of the MST (including but not limited to: meeting schedule management, meeting facilitation, development of meeting materials with contributors, capture and follow up of action items and deliverables, distribution of minutes and maintenance of relevant SharePoint site (or equivalent))
Responsible for building quality relationships with key stakeholders, in both TAU and Commercial, that result in valued and trusted partnerships and program support.
Proactively identifies potential issues or obstacles and achieves resolution or plans contingencies and follows issues through to resolution, ensuring that MST arrives at a singular conclusion or recommendations
Provides financial oversight for program budget. Includes consolidation, vetting and prioritization of MST spending/ vendors, risks and opportunities, in partnership with the GMUH and in collaboration with GMA functional teams.
Leads the project risk management process in the team and generates the cross-functional project risk register for assigned MSTs. Ensure that the risks identified for GMA activities at the MST are reported up through to the Global Program Manager at the GPT for consolidation into the Global Risk Management Plan for the asset.","Bachelor’s Degree science or business-related field (Masters preferred) (PHD acceptable)
At least 3 year’s experience as a project manager leading complex pharmaceutical projects in a multi-disciplinary, global environment
Knowledge of pharmaceutical industry and Project management experience within Medical Affairs, Clinical Research, Regulatory, CMC, Marketing or other drug development related function","Dental insurance
Vision insurance
Medical insurance
",1,1,0,Contract,Bachelor's,Pharmaceuticals,Program Manager,0
97,Radiology X Ray Technologist,"Denver,CO",Hospitals and Health Care,$25.80/hr - $38.70/hr,UCHealth,"Reviews patient history, initiates Radiographic images based on physician order and prioritizes procedural patient education to ensure mutual understanding and cooperation
Safely administers contrast media or associated imaging medications while monitoring patient condition
Responds and reports changes in patient condition as appropriate 
implements techniques to yield clarity in image, quality control and equipment functionality based on established best practices in Radiology (AART)

We improve lives. In big ways through learning, healing, and discovery. In small, personal ways through human connection. But in all ways, we improve lives.

UCHealth invests in its Workforce.

UCHealth offers a Five Year Incentive Bonus to recognize employee's contributions to our success in quality, patient experience, organizational growth, financial goals, and tenure with UCHealth. The bonus accumulates annually each October and is paid out in October following completion of five years' employment.","Graduate of an accredited Radiologic Technologist program.
Registered as a Radiologic Technologist (R) by the American Registry of Radiologic Technologists (ARRT) (R). Specialty ARRT certification(s) if required for position. 
State licensure if required by law. 
BLS - BLS through the American Heart Association or the American Red Cross CPR for the Professional Rescuer with card in-hand before start date. BLS or CPR card must be good through sixty days of hire. ","Full medical, dental and vision coverage
Retirement plans to include 403(b) matching
Paid time off. Start your employment at UCHealth with PTO in your bank
Employer-paid life and disability insurance with additional buy-up coverage options
Tuition and continuing education reimbursement
Wellness benefits
Full suite of voluntary benefits such as identity theft protection and pet insurance
Education benefits for employees,",0,1,0,Part-Time,Graduate,Healthcare,Radiology Technician,0
98,Senior Embedded Software Developer,"Boulder,CO",IT ,"$90,000.00 - $140,000.00",Zynex Medical,"Join us in developing the next generation of non-invasive patient monitoring devices that will change standards of care, improve patient outcomes, and save lives. If you are looking to join an amazing company that is passionate about making a difference in patient’s lives, then Zynex is the place for you.
This role could report in-person to either our Boulder, CO or Englewood, CO locations.","Minimum of Bachelor’s degree in Computer Science, Computer Engineering, or Equivalent.
At least 7 years embedded software engineering experience.
Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.
Experience in Project Management.
Experience in the medical device industry or other industry operating under a quality management system.
Experience with medical device standards and guidelines.
Knowledge and experience in optics and photonics.
Experience in biology or chemistry laboratory setting.
Training in physiology, first aid, CPR, and/or phlebotomy.
Knowledge of the principles of photoplethysmography and its application to pulse oximetry.","Health, dental, & vision insurance.
401k with company contribution.
8 paid holidays
Zynex Prime PTO Program
Health & wellness bonus up to $50/month.
Frequent opportunities for role transitions and advancements.
Weekly employee appreciation activities/perks.
Up to $75/month reimbursement for community volunteer hours.
Employee product discounts.",0,1,0,Full-Time,Bachelor's,Medial Devices,Software Engineer,0
99,Packaging Engineer,"Omaha,NE",Food and Beverage Services,,Conagra Brands,"We are looking for a Packaging Engineer to join our R&D team in Omaha, Nebraska!

As a Packaging Engineer on the MVP Team, you will identify cost saving opportunities for a wide range of our packaging products. The Maximizing Value and Productivity (MVP) Team is a strategic cost function of the R&D organization.

Reporting to the Packaging Manager, you are an essential contributor to cost savings for Conagra’s packaging portfolio. With a focus on sustainability, you will have the opportunity to work on many different packaging formats. You will support and lead packaging-driven projects, support trials and/or start-ups, and perform hands-on package testing & prototyping in our state-of-the-art labs and pilot plants.

Conagra's R&D facilities in Omaha are state-of-the-art, including dedicated packaging spaces for ideation, design, and prototyping. Engineers have the ability perform in-house package testing and physical prototyping to bring new innovations to life utilizing our top-of-the-line equipment within our labs and other spaces.","Bachelors in Packaging, Engineering, Materials Science or related field.
3+ years work experience in packaging industry, CPG and Food preferred.
Solid understanding of packaging materials capabilities and equipment.
Financial understanding to optimize profitability.
Knowledge of test methodology.
Strong ability to collaborate and maintain cross-functional partnerships.
Strong analytical and logical problem-solving abilities.
Developing troubleshooting skills with ability to “think on your feet.”
Understanding of business principles.
Advanced verbal and written communication skills.
Ability to travel up to 20 - 40% of time. Must be able to travel independently and as a responsible Conagra Brands, Inc. representative
Proficient in Microsoft Office.","Health: Medical, dental and vision insurance, company-paid life, accident and disability insurance
Wealth: great pay, incentive opportunity, matching 401(k) and stock purchase plan
Growth: online courses, virtual and classroom development experiences
Balance: paid-time off, parental leave, flexible work-schedules (subject to your location and role)",0,1,0,Full-Time,Bachelor's,Food,Packaging Engineer,0
